HYBAS_ID,Longitude,Latitude,Area_SqKm,DRP,TP,TN,NO3
3060235530,86.93814423,64.59936489,1865771.9,13.80315919,40.74115133,167.1543785,305.405453
3060220890,91.15814372,65.76850612,8731.9,4.538640139,17.1880032,52.525831,732.966277
3060221030,91.08881732,64.85293402,437867.7,4.499583125,24.54482936,64.1762649,515.4408652
3060273600,88.73990026,64.01423779,5595.5,3.842650897,30.05508177,97.59325526,614.5853103
3060273590,87.30385476,63.54242859,1844205.8,9.752525459,48.169063,125.1133456,106.0771302
3060309060,88.34092304,62.63571826,1809286.6,8.82253447,30.88176169,128.4940063,68.42936494
3060309230,86.16135233,62.30642859,23459.6,26.89239207,48.45417269,469.3981521,253.3254115
3060264190,93.07723764,64.09073286,418172.5,2.758617958,8.484284318,26.79909173,218.4676603
3060264030,92.62204454,65.01699641,5981.5,3.276918021,9.747024537,37.58291351,227.6842312
3060337170,89.14944506,62.49239208,36763.4,0.354287138,1.088903447,5.794982272,24.70813598
3060337380,89.55577626,62.06737799,1765395,3.526394302,24.72513629,86.29981961,696.8526149
3060333580,89.17671974,63.04949559,31182.7,2.86727129,11.44096064,54.04487547,422.6693828
3060333590,90.35923451,62.56937804,5372.7,3.254721568,12.25922186,67.20610959,456.4070899
3060271330,93.21024175,65.71928201,17109.6,8.935853711,23.81753592,74.63890085,643.1946975
3060271480,94.36903493,63.81984529,396298.2,2.357030526,8.055352928,37.24866754,274.7325107
3060306280,90.67811969,63.07831007,4304.1,2.905832773,14.79934923,62.39790745,521.3892061
